investor_id,average_gap_days,max_gap_days,status
INV002249,31.444444444444443,109.0,at-risk
INV002250,44.36363636363637,114.0,at-risk
INV002251,52.166666666666664,114.0,at-risk
INV002252,35.9,89.0,at-risk
INV002253,49.25,124.0,at-risk
INV002254,,,active
INV002255,79.25,148.0,at-risk
INV002256,75.6,115.0,at-risk
INV002257,166.0,273.0,at-risk
INV002258,54.0,165.0,at-risk
INV002259,39.6,124.0,at-risk
INV002260,44.1,129.0,at-risk
INV002261,46.857142857142854,147.0,at-risk
INV002262,29.0,58.0,at-risk
INV002263,,,active
INV002264,53.857142857142854,197.0,at-risk
INV002265,46.0,119.0,at-risk
INV002266,113.0,276.0,at-risk
INV002267,51.77777777777778,149.0,at-risk
INV002268,15.0,15.0,active
INV002269,103.75,380.0,at-risk
INV002270,44.6,105.0,at-risk
INV002271,47.0,102.0,at-risk
INV002272,104.5,196.0,at-risk
INV002273,137.0,137.0,at-risk
INV002274,46.55555555555556,125.0,at-risk
INV002275,43.666666666666664,77.0,at-risk
INV002276,46.55555555555556,85.0,at-risk
INV002277,38.45454545454545,96.0,at-risk
INV002278,237.0,402.0,at-risk
INV002279,65.0,92.0,at-risk
INV002280,51.111111111111114,182.0,at-risk
INV002281,96.6,162.0,at-risk
INV002282,30.272727272727273,102.0,at-risk
INV002283,78.0,162.0,at-risk
INV002284,40.72727272727273,87.0,at-risk
INV002285,9.0,12.0,active
INV002286,55.285714285714285,202.0,at-risk
INV002287,50.2,193.0,at-risk
INV002288,97.0,97.0,at-risk
INV002289,10.0,10.0,active
INV002290,37.44444444444444,97.0,at-risk
INV002291,83.66666666666667,148.0,at-risk
INV002292,39.9,126.0,at-risk
INV002293,65.0,65.0,at-risk
INV002294,42.888888888888886,163.0,at-risk
INV002295,42.72727272727273,126.0,at-risk
INV002296,242.0,242.0,at-risk
INV002297,130.0,255.0,at-risk
INV002298,44.375,165.0,at-risk
INV002299,53.5,122.0,at-risk
INV002300,86.0,216.0,at-risk
INV002301,335.0,335.0,at-risk
INV002302,39.25,93.0,at-risk
INV002303,,,active
INV002304,34.81818181818182,57.0,at-risk
INV002305,12.0,12.0,active
INV002306,69.57142857142857,270.0,at-risk
INV002307,68.4,127.0,at-risk
INV002308,40.2,74.0,at-risk
INV002309,0.0,0.0,active
INV002310,58.2,97.0,at-risk
INV002311,46.8,105.0,at-risk
INV002312,96.25,228.0,at-risk
INV002313,,,active
INV002314,116.66666666666667,181.0,at-risk
INV002315,39.18181818181818,163.0,at-risk
INV002316,127.5,295.0,at-risk
INV002317,22.0,22.0,active
INV002318,103.25,283.0,at-risk
INV002319,36.0,123.0,at-risk
INV002320,78.0,85.0,at-risk
INV002321,,,active
INV002322,39.625,100.0,at-risk
INV002323,56.5,161.0,at-risk
INV002324,40.142857142857146,96.0,at-risk
INV002325,84.25,112.0,at-risk
INV002326,45.888888888888886,156.0,at-risk
INV002327,45.5,96.0,at-risk
INV002328,68.5,98.0,at-risk
INV002329,35.90909090909091,88.0,at-risk
INV002330,23.0,48.0,at-risk
INV002331,115.66666666666667,238.0,at-risk
INV002332,60.142857142857146,170.0,at-risk
INV002333,72.4,173.0,at-risk
INV002334,114.0,194.0,at-risk
INV002335,95.33333333333333,151.0,at-risk
INV002336,,,active
INV002337,46.0,46.0,at-risk
INV002338,82.83333333333333,178.0,at-risk
INV002339,61.2,124.0,at-risk
INV002340,12.0,18.0,active
INV002341,47.4,80.0,at-risk
INV002342,49.5,174.0,at-risk
INV002343,42.0,90.0,at-risk
INV002344,62.57142857142857,166.0,at-risk
INV002345,49.142857142857146,151.0,at-risk
INV002346,86.6,146.0,at-risk
INV002347,40.5,79.0,at-risk
INV002348,44.27272727272727,120.0,at-risk
INV002349,42.888888888888886,77.0,at-risk
INV002350,53.666666666666664,132.0,at-risk
INV002351,43.09090909090909,117.0,at-risk
INV002352,61.5,123.0,at-risk
INV002353,51.75,124.0,at-risk
INV002354,,,active
INV002355,267.0,267.0,at-risk
INV002356,21.0,21.0,active
INV002357,39.09090909090909,139.0,at-risk
INV002358,66.5,209.0,at-risk
INV002359,,,active
INV002360,40.81818181818182,91.0,at-risk
INV002361,49.888888888888886,166.0,at-risk
INV002362,,,active
INV002363,59.125,126.0,at-risk
INV002364,54.0,106.0,at-risk
INV002365,51.333333333333336,127.0,at-risk
INV002366,142.66666666666666,242.0,at-risk
INV002367,51.285714285714285,134.0,at-risk
INV002368,33.36363636363637,141.0,at-risk
INV002369,52.55555555555556,111.0,at-risk
INV002370,60.142857142857146,225.0,at-risk
INV002371,86.0,86.0,at-risk
INV002372,59.5,121.0,at-risk
INV002373,44.63636363636363,111.0,at-risk
INV002374,39.9,99.0,at-risk
INV002375,41.333333333333336,103.0,at-risk
INV002376,14.0,14.0,active
INV002377,107.66666666666667,164.0,at-risk
INV002378,67.2,108.0,at-risk
INV002379,106.25,173.0,at-risk
INV002380,102.33333333333333,195.0,at-risk
INV002381,77.2,125.0,at-risk
INV002382,38.57142857142857,77.0,at-risk
INV002383,74.0,145.0,at-risk
INV002384,36.36363636363637,86.0,at-risk
INV002385,23.0,41.0,at-risk
INV002386,,,active
INV002387,57.0,174.0,at-risk
INV002388,43.875,155.0,at-risk
INV002389,41.54545454545455,126.0,at-risk
INV002390,71.33333333333333,193.0,at-risk
INV002391,23.666666666666668,74.0,at-risk
INV002392,82.0,122.0,at-risk
INV002393,49.75,171.0,at-risk
INV002394,53.833333333333336,126.0,at-risk
INV002395,97.0,225.0,at-risk
INV002396,129.0,200.0,at-risk
INV002397,51.666666666666664,129.0,at-risk
INV002398,,,active
INV002399,40.36363636363637,125.0,at-risk
INV002400,44.45454545454545,141.0,at-risk
INV002401,41.4,125.0,at-risk
INV002402,47.44444444444444,136.0,at-risk
INV002403,93.0,244.0,at-risk
INV002404,91.0,91.0,at-risk
INV002405,74.33333333333333,158.0,at-risk
INV002406,58.0,58.0,at-risk
INV002407,46.333333333333336,152.0,at-risk
INV002408,107.0,107.0,at-risk
INV002409,35.36363636363637,119.0,at-risk
INV002410,,,active
INV002411,101.5,303.0,at-risk
INV002412,75.5,115.0,at-risk
INV002413,41.1,189.0,at-risk
INV002414,84.5,348.0,at-risk
INV002415,40.2,110.0,at-risk
INV002416,62.25,192.0,at-risk
INV002417,55.55555555555556,190.0,at-risk
INV002418,65.42857142857143,119.0,at-risk
INV002419,117.66666666666667,181.0,at-risk
INV002420,43.0,109.0,at-risk
INV002421,51.0,51.0,at-risk
INV002422,41.18181818181818,139.0,at-risk
INV002423,86.75,168.0,at-risk
INV002424,53.0,109.0,at-risk
INV002425,60.0,97.0,at-risk
INV002426,68.2,148.0,at-risk
INV002427,32.5,70.0,at-risk
INV002428,133.33333333333334,291.0,at-risk
INV002429,56.142857142857146,125.0,at-risk
INV002430,46.0,139.0,at-risk
INV002431,66.0,96.0,at-risk
INV002432,289.0,289.0,at-risk
INV002433,,,active
INV002434,73.5,133.0,at-risk
INV002435,86.5,122.0,at-risk
INV002436,152.0,216.0,at-risk
INV002437,32.77777777777778,140.0,at-risk
INV002438,133.5,218.0,at-risk
INV002439,30.0,30.0,active
INV002440,74.6,135.0,at-risk
INV002441,113.0,150.0,at-risk
INV002442,89.0,89.0,at-risk
INV002443,,,active
INV002444,34.142857142857146,104.0,at-risk
INV002445,34.9,113.0,at-risk
INV002446,83.8,152.0,at-risk
INV002447,327.0,327.0,at-risk
INV002448,74.5,84.0,at-risk
INV002449,148.0,148.0,at-risk
INV002450,71.25,154.0,at-risk
INV002451,272.0,272.0,at-risk
INV002452,47.166666666666664,99.0,at-risk
INV002453,37.8,87.0,at-risk
INV002454,46.333333333333336,121.0,at-risk
INV002455,,,active
INV002456,448.0,448.0,at-risk
INV002457,152.5,300.0,at-risk
INV002458,36.2,95.0,at-risk
INV002459,42.18181818181818,91.0,at-risk
INV002460,106.75,238.0,at-risk
INV002461,87.8,156.0,at-risk
INV002462,,,active
INV002463,79.5,232.0,at-risk
INV002464,33.0,97.0,at-risk
INV002465,105.25,286.0,at-risk
INV002466,44.0,108.0,at-risk
INV002467,42.55555555555556,111.0,at-risk
INV002468,55.166666666666664,117.0,at-risk
INV002469,41.888888888888886,121.0,at-risk
INV002470,,,active
INV002471,34.9,98.0,at-risk
INV002472,47.111111111111114,113.0,at-risk
INV002473,62.0,320.0,at-risk
INV002474,,,active
INV002475,44.7,119.0,at-risk
INV002476,53.75,104.0,at-risk
INV002477,39.0,58.0,at-risk
INV002478,41.0,71.0,at-risk
INV002479,260.0,260.0,at-risk
INV002480,,,active
INV002481,208.0,208.0,at-risk
INV002482,,,active
INV002483,61.285714285714285,180.0,at-risk
INV002484,112.0,112.0,at-risk
INV002485,33.72727272727273,74.0,at-risk
INV002486,47.5,129.0,at-risk
INV002487,67.5,87.0,at-risk
INV002488,58.333333333333336,111.0,at-risk
INV002489,144.0,144.0,at-risk
INV002490,54.44444444444444,125.0,at-risk
INV002491,87.0,195.0,at-risk
INV002492,,,active
INV002493,146.66666666666666,276.0,at-risk
INV002494,195.0,340.0,at-risk
INV002495,51.333333333333336,174.0,at-risk
INV002496,44.166666666666664,85.0,at-risk
INV002497,42.81818181818182,146.0,at-risk
INV002498,271.0,271.0,at-risk
INV002499,56.42857142857143,101.0,at-risk
INV002500,43.18181818181818,130.0,at-risk
INV002501,,,active
INV002502,77.0,222.0,at-risk
INV002503,47.5,140.0,at-risk
INV002504,53.0,188.0,at-risk
INV002505,149.66666666666666,171.0,at-risk
INV002506,55.0,81.0,at-risk
INV002507,83.2,159.0,at-risk
INV002508,51.625,171.0,at-risk
INV002509,29.0,74.0,at-risk
INV002510,45.45454545454545,121.0,at-risk
INV002511,302.0,302.0,at-risk
INV002512,100.0,174.0,at-risk
INV002513,78.0,99.0,at-risk
INV002514,179.0,347.0,at-risk
INV002515,83.75,222.0,at-risk
INV002516,39.0,77.0,at-risk
INV002517,,,active
INV002518,103.0,128.0,at-risk
INV002519,,,active
INV002520,43.09090909090909,118.0,at-risk
INV002521,56.42857142857143,126.0,at-risk
INV002522,,,active
INV002523,45.63636363636363,133.0,at-risk
INV002524,145.0,232.0,at-risk
INV002525,116.5,212.0,at-risk
INV002526,42.1,136.0,at-risk
INV002527,29.8,72.0,at-risk
INV002528,74.4,241.0,at-risk
INV002529,81.6,202.0,at-risk
INV002530,62.5,175.0,at-risk
INV002531,50.888888888888886,135.0,at-risk
INV002532,134.0,223.0,at-risk
INV002533,60.666666666666664,134.0,at-risk
INV002534,118.0,221.0,at-risk
INV002535,36.1,78.0,at-risk
INV002536,71.8,198.0,at-risk
INV002537,,,active
INV002538,250.0,250.0,at-risk
INV002539,65.0,65.0,at-risk
INV002540,67.6,173.0,at-risk
INV002541,56.0,151.0,at-risk
INV002542,57.75,84.0,at-risk
INV002543,40.72727272727273,92.0,at-risk
INV002544,,,active
INV002545,99.5,298.0,at-risk
INV002546,55.888888888888886,88.0,at-risk
INV002547,49.44444444444444,104.0,at-risk
INV002548,79.83333333333333,226.0,at-risk
INV002549,60.125,186.0,at-risk
INV002550,99.5,131.0,at-risk
INV002551,59.42857142857143,164.0,at-risk
INV002552,39.45454545454545,85.0,at-risk
INV002553,34.0,92.0,at-risk
INV002554,68.57142857142857,182.0,at-risk
INV002555,53.77777777777778,117.0,at-risk
INV002556,72.6,134.0,at-risk
INV002557,50.375,264.0,at-risk
INV002558,48.8,96.0,at-risk
INV002559,72.0,99.0,at-risk
INV002560,79.33333333333333,127.0,at-risk
INV002561,55.25,82.0,at-risk
INV002562,,,active
INV002563,52.666666666666664,124.0,at-risk
INV002564,74.5,110.0,at-risk
INV002565,55.333333333333336,172.0,at-risk
INV002566,61.285714285714285,127.0,at-risk
INV002567,46.9,107.0,at-risk
INV002568,53.875,144.0,at-risk
INV002569,19.0,19.0,active
INV002570,37.09090909090909,150.0,at-risk
INV002571,63.857142857142854,165.0,at-risk
INV002572,44.7,108.0,at-risk
INV002573,,,active
INV002574,43.72727272727273,139.0,at-risk
INV002575,44.9,128.0,at-risk
INV002576,40.42857142857143,160.0,at-risk
INV002577,61.5,78.0,at-risk
INV002578,110.75,172.0,at-risk
INV002579,34.0,71.0,at-risk
INV002580,56.0,65.0,at-risk
INV002581,,,active
INV002582,43.0,93.0,at-risk
INV002583,65.33333333333333,118.0,at-risk
INV002584,118.5,205.0,at-risk
INV002585,42.72727272727273,74.0,at-risk
INV002586,72.66666666666667,168.0,at-risk
INV002587,75.0,271.0,at-risk
INV002588,53.375,123.0,at-risk
INV002589,,,active
INV002590,42.54545454545455,125.0,at-risk
INV002591,48.142857142857146,91.0,at-risk
INV002592,94.8,222.0,at-risk
INV002593,130.33333333333334,210.0,at-risk
INV002594,55.44444444444444,165.0,at-risk
INV002595,78.75,140.0,at-risk
INV002596,205.0,325.0,at-risk
INV002597,84.0,301.0,at-risk
INV002598,41.1,146.0,at-risk
INV002599,73.66666666666667,234.0,at-risk
INV002600,85.5,133.0,at-risk
INV002601,134.0,214.0,at-risk
INV002602,42.0,104.0,at-risk
INV002603,68.2,170.0,at-risk
INV002604,79.2,218.0,at-risk
INV002605,101.25,256.0,at-risk
INV002606,56.0,239.0,at-risk
INV002607,61.8,227.0,at-risk
INV002608,126.33333333333333,177.0,at-risk
INV002609,122.0,122.0,at-risk
INV002610,93.0,256.0,at-risk
INV002611,97.2,181.0,at-risk
INV002612,162.0,162.0,at-risk
INV002613,44.54545454545455,74.0,at-risk
INV002614,38.333333333333336,76.0,at-risk
INV002615,,,active
INV002616,136.66666666666666,223.0,at-risk
INV002617,116.0,219.0,at-risk
INV002618,,,active
INV002619,71.6,146.0,at-risk
INV002620,345.0,345.0,at-risk
INV002621,73.0,170.0,at-risk
INV002622,48.6,170.0,at-risk
INV002623,,,active
INV002624,68.75,103.0,at-risk
INV002625,78.4,143.0,at-risk
INV002626,78.6,191.0,at-risk
INV002627,60.714285714285715,137.0,at-risk
INV002628,53.25,322.0,at-risk
INV002629,142.0,227.0,at-risk
INV002630,53.0,134.0,at-risk
INV002631,58.285714285714285,178.0,at-risk
INV002632,45.9,148.0,at-risk
INV002633,40.81818181818182,101.0,at-risk
INV002634,23.333333333333332,50.0,at-risk
INV002635,48.888888888888886,127.0,at-risk
INV002636,118.0,118.0,at-risk
INV002637,76.6,132.0,at-risk
INV002638,127.33333333333333,148.0,at-risk
INV002639,30.666666666666668,55.0,at-risk
INV002640,38.18181818181818,93.0,at-risk
INV002641,59.57142857142857,133.0,at-risk
INV002642,48.111111111111114,119.0,at-risk
INV002643,55.25,229.0,at-risk
INV002644,,,active
INV002645,40.1,108.0,at-risk
INV002646,,,active
INV002647,76.0,153.0,at-risk
INV002648,77.33333333333333,190.0,at-risk
INV002649,86.33333333333333,174.0,at-risk
INV002650,98.75,211.0,at-risk
INV002651,97.25,127.0,at-risk
INV002652,48.75,156.0,at-risk
INV002653,,,active
INV002654,43.3,102.0,at-risk
INV002655,86.33333333333333,235.0,at-risk
INV002656,51.333333333333336,216.0,at-risk
INV002657,114.25,272.0,at-risk
INV002658,100.8,223.0,at-risk
INV002659,49.666666666666664,141.0,at-risk
INV002660,81.75,210.0,at-risk
INV002661,60.0,60.0,at-risk
INV002662,142.0,262.0,at-risk
INV002663,,,active
INV002664,57.2,115.0,at-risk
INV002665,,,active
INV002666,43.7,118.0,at-risk
INV002667,,,active
INV002668,43.45454545454545,114.0,at-risk
INV002669,140.5,201.0,at-risk
INV002670,201.5,230.0,at-risk
INV002671,43.63636363636363,114.0,at-risk
INV002672,,,active
INV002673,50.55555555555556,106.0,at-risk
INV002674,37.45454545454545,100.0,at-risk
INV002675,40.63636363636363,96.0,at-risk
INV002676,80.0,110.0,at-risk
INV002677,185.0,185.0,at-risk
INV002678,,,active
INV002679,65.71428571428571,135.0,at-risk
INV002680,101.75,240.0,at-risk
INV002681,83.66666666666667,161.0,at-risk
INV002682,40.44444444444444,92.0,at-risk
INV002683,10.75,14.0,active
INV002684,43.3,153.0,at-risk
INV002685,96.4,224.0,at-risk
INV002686,110.5,205.0,at-risk
INV002687,45.714285714285715,173.0,at-risk
INV002688,32.888888888888886,89.0,at-risk
INV002689,35.0,71.0,at-risk
INV002690,129.33333333333334,252.0,at-risk
INV002691,384.0,384.0,at-risk
INV002692,56.875,124.0,at-risk
INV002693,32.45454545454545,63.0,at-risk
INV002694,124.33333333333333,194.0,at-risk
INV002695,,,active
INV002696,43.7,190.0,at-risk
INV002697,51.875,199.0,at-risk
INV002698,31.5,69.0,at-risk
INV002699,135.33333333333334,318.0,at-risk
INV002700,59.875,140.0,at-risk
INV002701,80.66666666666667,185.0,at-risk
INV002702,49.0,127.0,at-risk
INV002703,67.33333333333333,115.0,at-risk
INV002704,37.63636363636363,101.0,at-risk
INV002705,22.363636363636363,75.0,at-risk
INV002706,47.3,104.0,at-risk
INV002707,38.9,114.0,at-risk
INV002708,43.81818181818182,184.0,at-risk
INV002709,206.0,206.0,at-risk
INV002710,3.0,3.0,active
INV002711,57.375,230.0,at-risk
INV002712,42.54545454545455,174.0,at-risk
INV002713,162.0,162.0,at-risk
INV002714,121.5,212.0,at-risk
INV002715,,,active
INV002716,99.8,332.0,at-risk
INV002717,120.66666666666667,188.0,at-risk
INV002718,66.83333333333333,171.0,at-risk
INV002719,114.5,170.0,at-risk
INV002720,107.0,237.0,at-risk
INV002721,,,active
INV002722,47.77777777777778,178.0,at-risk
INV002723,37.75,102.0,at-risk
INV002724,34.81818181818182,104.0,at-risk
INV002725,93.0,123.0,at-risk
INV002726,29.90909090909091,83.0,at-risk
INV002727,70.28571428571429,178.0,at-risk
INV002728,,,active
INV002729,64.71428571428571,155.0,at-risk
INV002730,,,active
INV002731,214.0,214.0,at-risk
INV002732,49.5,151.0,at-risk
INV002733,54.111111111111114,150.0,at-risk
INV002734,80.8,163.0,at-risk
INV002735,43.18181818181818,98.0,at-risk
INV002736,42.9,144.0,at-risk
INV002737,38.81818181818182,81.0,at-risk
INV002738,57.75,117.0,at-risk
INV002739,174.0,216.0,at-risk
INV002740,79.0,295.0,at-risk
INV002741,123.0,190.0,at-risk
INV002742,1.0,1.0,active
INV002743,63.0,166.0,at-risk
INV002744,52.888888888888886,139.0,at-risk
INV002745,97.2,153.0,at-risk
INV002746,47.6,185.0,at-risk
INV002747,78.33333333333333,219.0,at-risk
INV002748,70.83333333333333,145.0,at-risk
INV002749,157.0,245.0,at-risk
INV002750,52.625,236.0,at-risk
INV002751,48.666666666666664,102.0,at-risk
INV002752,42.375,113.0,at-risk
INV002753,37.2,97.0,at-risk
INV002754,93.2,149.0,at-risk
INV002755,,,active
INV002756,230.0,336.0,at-risk
INV002757,75.25,206.0,at-risk
INV002758,56.75,223.0,at-risk
INV002759,82.0,124.0,at-risk
INV002760,,,active
INV002761,44.0,170.0,at-risk
INV002762,46.25,125.0,at-risk
INV002763,409.0,409.0,at-risk
INV002764,53.285714285714285,146.0,at-risk
INV002765,66.57142857142857,171.0,at-risk
INV002766,33.63636363636363,118.0,at-risk
INV002767,46.625,145.0,at-risk
INV002768,,,active
INV002769,49.2,103.0,at-risk
INV002770,101.0,213.0,at-risk
INV002771,110.75,306.0,at-risk
INV002772,49.666666666666664,102.0,at-risk
INV002773,405.0,405.0,at-risk
INV002774,76.0,185.0,at-risk
INV002775,37.5,117.0,at-risk
INV002776,72.4,187.0,at-risk
INV002777,144.66666666666666,324.0,at-risk
INV002778,116.66666666666667,276.0,at-risk
INV002779,45.9,112.0,at-risk
INV002780,78.0,145.0,at-risk
INV002781,40.25,93.0,at-risk
INV002782,74.25,151.0,at-risk
INV002783,44.63636363636363,126.0,at-risk
INV002784,34.75,125.0,at-risk
INV002785,91.6,254.0,at-risk
INV002786,49.8,115.0,at-risk
INV002787,56.714285714285715,123.0,at-risk
INV002788,50.666666666666664,124.0,at-risk
INV002789,88.0,141.0,at-risk
INV002790,247.0,284.0,at-risk
INV002791,165.5,285.0,at-risk
INV002792,136.33333333333334,207.0,at-risk
INV002793,50.857142857142854,125.0,at-risk
INV002794,39.55555555555556,111.0,at-risk
INV002795,,,active
INV002796,68.83333333333333,139.0,at-risk
INV002797,403.0,403.0,at-risk
INV002798,74.66666666666667,118.0,at-risk
INV002799,55.125,118.0,at-risk
INV002800,54.42857142857143,108.0,at-risk
INV002801,80.83333333333333,156.0,at-risk
INV002802,46.333333333333336,155.0,at-risk
INV002803,39.1,176.0,at-risk
INV002804,46.55555555555556,192.0,at-risk
INV002805,157.0,247.0,at-risk
INV002806,156.33333333333334,262.0,at-risk
INV002807,67.0,153.0,at-risk
INV002808,45.875,120.0,at-risk
INV002809,81.4,276.0,at-risk
INV002810,25.11111111111111,50.0,at-risk
INV002811,54.857142857142854,108.0,at-risk
INV002812,,,active
INV002813,36.75,101.0,at-risk
INV002814,198.0,198.0,at-risk
INV002815,52.0,52.0,at-risk
INV002816,129.0,129.0,at-risk
INV002817,139.0,258.0,at-risk
INV002818,122.0,192.0,at-risk
INV002819,31.166666666666668,69.0,at-risk
INV002820,116.0,144.0,at-risk
INV002821,179.0,179.0,at-risk
INV002822,46.3,145.0,at-risk
INV002823,111.0,138.0,at-risk
INV002824,42.27272727272727,130.0,at-risk
INV002825,138.33333333333334,281.0,at-risk
INV002826,57.25,150.0,at-risk
INV002827,49.125,200.0,at-risk
INV002828,42.18181818181818,141.0,at-risk
INV002829,64.0,136.0,at-risk
INV002830,88.2,219.0,at-risk
INV002831,54.142857142857146,139.0,at-risk
INV002832,50.0,121.0,at-risk
INV002833,99.33333333333333,209.0,at-risk
INV002834,52.888888888888886,144.0,at-risk
INV002835,82.33333333333333,233.0,at-risk
INV002836,,,active
INV002837,68.0,68.0,at-risk
INV002838,48.888888888888886,100.0,at-risk
INV002839,82.0,132.0,at-risk
INV002840,74.25,186.0,at-risk
INV002841,19.727272727272727,44.0,at-risk
INV002842,,,active
INV002843,44.36363636363637,186.0,at-risk
INV002844,,,active
INV002845,110.5,197.0,at-risk
INV002846,64.5,144.0,at-risk
INV002847,47.4,129.0,at-risk
INV002848,150.0,150.0,at-risk
INV002849,28.166666666666668,57.0,at-risk
INV002850,36.72727272727273,85.0,at-risk
INV002851,122.5,280.0,at-risk
INV002852,43.22222222222222,101.0,at-risk
INV002853,39.0,49.0,at-risk
INV002854,126.66666666666667,273.0,at-risk
INV002855,120.0,196.0,at-risk
INV002856,79.8,212.0,at-risk
INV002857,,,active
INV002858,131.66666666666666,234.0,at-risk
INV002859,51.0,198.0,at-risk
INV002860,196.5,280.0,at-risk
INV002861,53.888888888888886,184.0,at-risk
INV002862,65.42857142857143,145.0,at-risk
INV002863,58.75,130.0,at-risk
INV002864,48.55555555555556,175.0,at-risk
INV002865,32.77777777777778,66.0,at-risk
INV002866,120.33333333333333,213.0,at-risk
INV002867,89.0,167.0,at-risk
INV002868,43.75,156.0,at-risk
INV002869,64.14285714285714,202.0,at-risk
INV002870,45.0,139.0,at-risk
INV002871,30.0,30.0,active
INV002872,85.6,199.0,at-risk
INV002873,62.25,140.0,at-risk
INV002874,96.4,192.0,at-risk
INV002875,58.0,98.0,at-risk
INV002876,116.0,145.0,at-risk
INV002877,51.8,111.0,at-risk
INV002878,190.0,190.0,at-risk
INV002879,43.6,125.0,at-risk
INV002880,,,active
INV002881,40.5,93.0,at-risk
INV002882,113.5,167.0,at-risk
INV002883,48.0,91.0,at-risk
INV002884,33.0,33.0,active
INV002885,20.5,31.0,active
INV002886,44.18181818181818,132.0,at-risk
INV002887,,,active
INV002888,68.0,167.0,at-risk
INV002889,452.0,452.0,at-risk
INV002890,45.0,109.0,at-risk
INV002891,56.55555555555556,114.0,at-risk
INV002892,117.0,164.0,at-risk
INV002893,42.8,106.0,at-risk
INV002894,90.0,187.0,at-risk
INV002895,95.75,171.0,at-risk
INV002896,63.6,110.0,at-risk
INV002897,57.285714285714285,147.0,at-risk
INV002898,58.0,111.0,at-risk
INV002899,89.6,207.0,at-risk
INV002900,65.5,136.0,at-risk
INV002901,69.25,131.0,at-risk
INV002902,22.666666666666668,35.0,active
INV002903,56.0,92.0,at-risk
INV002904,47.888888888888886,135.0,at-risk
INV002905,42.9,142.0,at-risk
INV002906,48.714285714285715,92.0,at-risk
INV002907,,,active
INV002908,80.0,139.0,at-risk
INV002909,70.57142857142857,142.0,at-risk
INV002910,183.5,346.0,at-risk
INV002911,51.111111111111114,161.0,at-risk
INV002912,45.72727272727273,185.0,at-risk
INV002913,47.1,116.0,at-risk
INV002914,89.2,287.0,at-risk
INV002915,43.125,117.0,at-risk
INV002916,,,active
INV002917,99.25,260.0,at-risk
INV002918,,,active
INV002919,,,active
INV002920,137.0,298.0,at-risk
INV002921,51.0,103.0,at-risk
INV002922,193.5,305.0,at-risk
INV002923,220.0,220.0,at-risk
INV002924,26.833333333333332,37.0,at-risk
INV002925,106.33333333333333,128.0,at-risk
INV002926,88.6,193.0,at-risk
INV002927,47.3,144.0,at-risk
INV002928,46.77777777777778,107.0,at-risk
INV002929,59.5,168.0,at-risk
INV002930,95.33333333333333,127.0,at-risk
INV002931,59.0,157.0,at-risk
INV002932,44.875,96.0,at-risk
INV002933,31.272727272727273,89.0,at-risk
INV002934,34.666666666666664,98.0,at-risk
INV002935,50.875,95.0,at-risk
INV002936,,,active
INV002937,44.77777777777778,184.0,at-risk
INV002938,121.0,121.0,at-risk
INV002939,35.54545454545455,109.0,at-risk
INV002940,74.5,229.0,at-risk
INV002941,47.285714285714285,154.0,at-risk
INV002942,41.54545454545455,180.0,at-risk
INV002943,61.42857142857143,150.0,at-risk
INV002944,70.2,122.0,at-risk
INV002945,50.55555555555556,128.0,at-risk
INV002946,81.0,121.0,at-risk
INV002947,50.44444444444444,152.0,at-risk
INV002948,66.0,112.0,at-risk
INV002949,77.75,188.0,at-risk
INV002950,41.27272727272727,119.0,at-risk
INV002951,40.666666666666664,74.0,at-risk
INV002952,60.75,106.0,at-risk
INV002953,59.5,106.0,at-risk
INV002954,45.666666666666664,118.0,at-risk
INV002955,57.0,57.0,at-risk
INV002956,55.75,126.0,at-risk
INV002957,76.5,161.0,at-risk
INV002958,44.5,89.0,at-risk
INV002959,104.0,104.0,at-risk
INV002960,,,active
INV002961,63.5,231.0,at-risk
INV002962,,,active
INV002963,75.5,124.0,at-risk
INV002964,52.5,101.0,at-risk
INV002965,,,active
INV002966,47.625,98.0,at-risk
INV002967,222.0,391.0,at-risk
INV002968,80.75,269.0,at-risk
INV002969,24.88888888888889,71.0,at-risk
INV002970,125.0,150.0,at-risk
INV002971,99.0,178.0,at-risk
INV002972,,,active
INV002973,48.2,200.0,at-risk
INV002974,36.63636363636363,82.0,at-risk
INV002975,34.666666666666664,52.0,at-risk
INV002976,165.0,188.0,at-risk
INV002977,141.33333333333334,211.0,at-risk
INV002978,78.0,173.0,at-risk
INV002979,64.5,131.0,at-risk
INV002980,68.2,117.0,at-risk
INV002981,137.0,182.0,at-risk
INV002982,71.8,203.0,at-risk
INV002983,68.16666666666667,156.0,at-risk
INV002984,53.111111111111114,130.0,at-risk
INV002985,49.0,91.0,at-risk
INV002986,121.25,367.0,at-risk
INV002987,104.66666666666667,193.0,at-risk
INV002988,36.5,45.0,at-risk
INV002989,43.3,132.0,at-risk
INV002990,100.0,189.0,at-risk
INV002991,164.0,287.0,at-risk
INV002992,71.6,93.0,at-risk
INV002993,57.625,156.0,at-risk
INV002994,44.125,142.0,at-risk
INV002995,,,active
INV002996,43.27272727272727,108.0,at-risk
INV002997,54.857142857142854,115.0,at-risk
INV002998,6.0,6.0,active
INV002999,,,active
INV003000,67.0,137.0,at-risk
INV003001,106.0,106.0,at-risk
INV003002,63.42857142857143,225.0,at-risk
INV003003,46.6,85.0,at-risk
INV003004,66.85714285714286,120.0,at-risk
INV003005,37.2,107.0,at-risk
INV003006,128.5,159.0,at-risk
